timestamp,evse_id,session_active,session_power_kw,output_voltage_v,output_current_a,energy_kwh_24h,uptime_pct_24h,ambient_temp_c,cabinet_temp_c,connector_temp_c,coolant_temp_c,coolant_flow_lpm,fan_rpm,grid_thd_pct,grid_imbalance_pct,dc_bus_voltage_v,dc_bus_ripple_v,contactor_cycles,plug_insertions,ocpp_error_count_24h,failure,fault_type
2025-01-01 01:25:00,EVSE_000,0,0.0,800.0,0.0,0.0,100.0,6.21,5.25,15.38,6.27,14.59,2527.0,3.49,1.07,903.2,2.71,0,1552,0,0,
2025-01-01 01:30:00,EVSE_000,0,0.0,798.7,0.0,0.0,100.0,7.51,5.21,15.02,7.22,14.59,2527.0,3.66,1.4,898.4,2.74,0,1552,0,0,
2025-01-01 01:35:00,EVSE_000,0,0.0,799.1,0.0,0.0,100.0,6.7,5.61,12.87,6.75,14.59,2527.0,4.06,1.07,901.1,2.81,0,1552,0,0,
2025-01-01 01:40:00,EVSE_000,0,0.0,797.6,0.0,0.0,100.0,6.79,6.52,13.39,6.4,14.59,2527.0,3.18,1.12,889.3,2.81,0,1552,0,0,
2025-01-01 01:45:00,EVSE_000,0,0.0,799.6,0.0,0.0,100.0,4.3,1.89,14.33,3.53,14.59,2527.0,4.37,1.02,894.5,2.86,0,1552,0,0,
2025-01-01 01:50:00,EVSE_000,0,0.0,806.9,0.0,0.0,100.0,5.22,3.8,13.63,5.49,14.59,2527.0,3.09,1.16,898.1,2.86,0,1552,0,0,
2025-01-01 01:55:00,EVSE_000,0,0.0,797.8,0.0,0.0,100.0,6.97,6.55,14.64,7.19,14.59,2527.0,3.28,1.25,900.3,2.86,0,1552,0,0,
2025-01-01 02:00:00,EVSE_000,0,0.0,808.4,0.0,0.0,100.0,9.5,8.57,16.05,8.83,14.59,2527.0,3.64,0.94,906.0,2.87,0,1552,0,0,
2025-01-01 02:05:00,EVSE_000,0,0.0,795.6,0.0,0.0,100.0,7.04,6.02,14.58,6.87,14.59,2527.0,3.55,1.42,899.5,2.86,0,1552,0,0,
2025-01-01 02:10:00,EVSE_000,0,0.0,800.7,0.0,0.0,100.0,7.96,6.43,13.33,8.16,14.59,2527.0,3.76,1.15,908.6,2.81,0,1552,0,0,
2025-01-01 02:15:00,EVSE_000,0,0.0,798.7,0.0,0.0,100.0,9.17,8.4,18.72,9.87,14.59,2527.0,3.63,1.32,902.2,2.87,0,1552,0,0,
2025-01-01 02:20:00,EVSE_000,0,0.0,797.2,0.0,0.0,100.0,8.8,6.62,17.21,8.68,14.59,2527.0,4.05,1.31,905.9,2.89,0,1552,0,0,
2025-01-01 02:25:00,EVSE_000,0,0.0,795.3,0.0,0.0,100.0,6.99,6.96,15.23,6.57,14.59,2527.0,3.14,1.1,894.9,2.89,0,1552,0,0,
2025-01-01 02:30:00,EVSE_000,0,0.0,804.6,0.0,0.0,100.0,8.34,5.27,16.18,8.38,14.59,2527.0,2.88,1.11,902.1,2.94,0,1552,0,0,
2025-01-01 02:35:00,EVSE_000,0,0.0,805.9,0.0,0.0,100.0,8.05,7.49,14.84,8.54,14.59,2527.0,3.57,1.24,905.3,2.95,0,1552,0,0,
2025-01-01 02:40:00,EVSE_000,0,0.0,799.4,0.0,0.0,100.0,8.07,7.64,14.27,7.99,14.59,2527.0,3.25,1.23,907.4,2.92,0,1552,0,0,
2025-01-01 02:45:00,EVSE_000,0,0.0,805.3,0.0,0.0,100.0,8.64,8.08,16.77,10.03,14.59,2527.0,3.98,1.13,899.0,2.86,0,1552,0,0,
2025-01-01 02:50:00,EVSE_000,1,169.08,690.4,244.9,14.09,100.0,6.65,10.0,21.53,9.64,14.59,2527.0,3.52,1.13,892.9,2.79,1,1553,0,0,
2025-01-01 02:55:00,EVSE_000,1,93.99,703.2,133.7,21.92,100.0,6.76,7.74,18.24,8.82,14.59,2527.0,3.42,1.18,898.0,2.81,1,1553,0,0,
2025-01-01 03:00:00,EVSE_000,1,111.6,695.9,160.4,31.22,100.0,10.41,11.74,22.59,12.93,14.59,2527.0,3.91,1.21,906.6,2.81,1,1553,0,0,
2025-01-01 03:05:00,EVSE_000,1,97.04,704.8,137.7,39.31,100.0,11.58,11.67,23.41,12.57,14.59,2527.0,2.95,1.34,902.4,2.8,1,1553,0,0,
2025-01-01 03:10:00,EVSE_000,1,137.41,698.9,196.6,50.76,100.0,9.91,12.4,24.47,11.99,14.59,2527.0,3.4,1.37,892.6,2.84,1,1553,0,0,
2025-01-01 03:15:00,EVSE_000,1,125.66,700.4,179.4,61.23,100.0,9.71,12.48,21.2,12.0,14.59,2527.0,3.25,0.96,899.9,2.85,1,1553,0,0,
2025-01-01 03:20:00,EVSE_000,1,126.45,706.6,178.9,71.77,100.0,8.36,10.57,20.41,10.3,14.59,2527.0,3.4,1.36,900.9,2.86,1,1553,0,0,
2025-01-01 03:25:00,EVSE_000,1,143.02,700.5,204.1,83.69,100.0,10.21,12.51,23.21,12.13,14.59,2527.0,3.7,1.36,902.2,2.84,1,1553,0,0,
2025-01-01 03:30:00,EVSE_000,1,95.43,689.0,138.5,91.64,100.0,9.11,8.67,18.61,11.52,14.59,2527.0,3.05,0.76,904.5,2.82,1,1553,0,0,
2025-01-01 03:35:00,EVSE_000,0,0.0,801.7,0.0,91.64,100.0,8.84,7.98,14.45,8.66,14.59,2527.0,3.74,1.25,900.5,2.81,1,1553,0,0,
2025-01-01 03:40:00,EVSE_000,0,0.0,803.6,0.0,91.64,100.0,11.47,9.46,17.88,12.27,14.59,2527.0,3.37,1.42,899.0,2.86,1,1553,0,0,
2025-01-01 03:45:00,EVSE_000,0,0.0,806.3,0.0,91.64,100.0,9.08,7.1,16.02,9.35,14.59,2527.0,3.34,1.37,892.2,2.88,1,1553,0,0,
2025-01-01 03:50:00,EVSE_000,0,0.0,793.3,0.0,91.64,100.0,8.52,7.49,15.79,8.37,14.59,2527.0,3.2,1.31,899.2,2.88,1,1553,0,0,
2025-01-01 03:55:00,EVSE_000,0,0.0,802.2,0.0,91.64,100.0,9.87,10.27,17.24,9.69,14.59,2527.0,3.13,1.07,896.2,2.85,1,1553,0,0,
2025-01-01 04:00:00,EVSE_000,0,0.0,800.2,0.0,91.64,100.0,11.08,10.57,19.45,10.99,14.59,2527.0,3.56,0.98,896.7,2.87,1,1553,0,0,
2025-01-01 04:05:00,EVSE_000,1,163.55,691.3,236.6,105.27,100.0,13.6,17.46,27.33,16.55,14.59,2527.0,3.41,1.04,888.0,2.83,2,1554,0,0,
2025-01-01 04:10:00,EVSE_000,1,146.1,709.7,205.9,117.44,100.0,10.53,13.15,26.05,11.98,14.59,2527.0,3.34,1.32,893.6,2.82,2,1554,0,0,
2025-01-01 04:15:00,EVSE_000,0,0.0,802.1,0.0,117.44,100.0,11.31,11.09,18.04,10.92,14.59,2527.0,3.63,0.95,902.7,2.84,2,1554,0,0,
2025-01-01 04:20:00,EVSE_000,0,0.0,800.9,0.0,117.44,100.0,10.29,9.42,16.81,9.52,14.59,2527.0,3.32,1.42,903.6,2.85,2,1554,0,0,
2025-01-01 04:25:00,EVSE_000,0,0.0,801.1,0.0,117.44,100.0,11.26,10.4,18.1,11.01,14.59,2527.0,2.78,1.44,906.8,2.82,2,1554,0,0,
2025-01-01 04:30:00,EVSE_000,0,0.0,792.3,0.0,117.44,100.0,11.63,10.17,18.88,10.96,14.59,2527.0,3.05,1.3,902.9,2.83,2,1554,0,0,
2025-01-01 04:35:00,EVSE_000,0,0.0,798.7,0.0,117.44,100.0,11.83,11.09,17.24,11.93,14.59,2527.0,3.45,1.45,898.0,2.89,2,1554,0,0,
2025-01-01 04:40:00,EVSE_000,0,0.0,801.3,0.0,117.44,100.0,10.96,9.87,19.9,10.76,14.59,2527.0,3.23,1.15,891.5,2.89,2,1554,0,0,
2025-01-01 04:45:00,EVSE_000,0,0.0,793.5,0.0,117.44,100.0,12.58,10.93,16.98,13.05,14.59,2527.0,3.1,1.33,901.4,2.87,2,1554,0,0,
2025-01-01 04:50:00,EVSE_000,0,0.0,801.5,0.0,117.44,100.0,12.5,11.58,19.79,12.99,14.59,2527.0,3.34,1.13,903.1,2.91,2,1554,0,0,
2025-01-01 04:55:00,EVSE_000,0,0.0,806.0,0.0,117.44,100.0,11.45,9.88,19.31,11.3,14.59,2527.0,3.25,1.08,904.8,2.84,2,1554,0,0,
2025-01-01 05:00:00,EVSE_000,0,0.0,796.3,0.0,117.44,100.0,14.65,14.31,21.84,14.03,14.59,2527.0,3.21,1.06,899.7,2.87,2,1554,0,0,
2025-01-01 05:05:00,EVSE_000,0,0.0,802.6,0.0,117.44,100.0,14.88,14.21,21.12,14.87,14.59,2527.0,3.03,1.3,898.9,2.83,2,1554,0,0,
2025-01-01 05:10:00,EVSE_000,0,0.0,799.6,0.0,117.44,100.0,16.25,13.19,21.94,15.69,14.59,2527.0,3.73,1.03,907.3,2.84,2,1554,0,0,
2025-01-01 05:15:00,EVSE_000,0,0.0,800.2,0.0,117.44,100.0,15.55,14.17,23.37,15.65,14.59,2527.0,3.01,0.86,903.9,2.87,2,1554,0,0,
2025-01-01 05:20:00,EVSE_000,0,0.0,795.9,0.0,117.44,100.0,12.66,11.51,21.26,13.74,14.59,2527.0,3.23,1.2,902.6,2.85,2,1554,0,0,
2025-01-01 05:25:00,EVSE_000,0,0.0,808.2,0.0,117.44,100.0,17.04,16.71,23.41,17.55,14.59,2527.0,3.87,1.3,903.2,2.87,2,1554,0,0,
2025-01-01 05:30:00,EVSE_000,0,0.0,801.4,0.0,117.44,100.0,12.75,11.59,19.57,11.99,14.59,2527.0,3.91,1.24,908.4,2.92,2,1554,0,0,
2025-01-01 05:35:00,EVSE_000,0,0.0,800.8,0.0,117.44,100.0,13.58,12.67,21.14,12.8,14.59,2527.0,4.04,1.33,899.7,2.92,2,1554,0,0,
2025-01-01 05:40:00,EVSE_000,0,0.0,800.2,0.0,117.44,100.0,14.65,12.55,21.95,14.2,14.59,2527.0,3.62,0.93,893.7,2.93,2,1554,0,0,
2025-01-01 05:45:00,EVSE_000,1,111.1,700.2,158.7,126.7,100.0,13.88,14.56,26.23,15.96,14.59,2527.0,3.46,1.01,906.4,2.97,3,1555,0,0,
2025-01-01 05:50:00,EVSE_000,1,171.67,697.0,246.3,141.01,100.0,14.14,17.45,28.01,17.15,14.59,2527.0,3.36,1.42,901.4,2.93,3,1555,0,0,
2025-01-01 05:55:00,EVSE_000,0,0.0,795.4,0.0,141.01,100.0,12.35,9.63,19.88,12.37,14.59,2527.0,2.7,1.26,899.4,2.97,3,1555,0,0,
2025-01-01 06:00:00,EVSE_000,0,0.0,798.5,0.0,141.01,100.0,17.1,15.15,24.19,17.95,14.59,2527.0,4.07,1.21,909.2,2.96,3,1555,0,0,
2025-01-01 06:05:00,EVSE_000,0,0.0,800.5,0.0,141.01,100.0,18.44,19.75,26.95,18.01,14.59,2527.0,3.35,1.34,904.8,2.95,3,1555,0,0,
2025-01-01 06:10:00,EVSE_000,0,0.0,800.1,0.0,141.01,100.0,18.4,17.51,23.57,18.8,14.59,2527.0,3.48,1.21,895.1,2.9,3,1555,0,0,
2025-01-01 06:15:00,EVSE_000,0,0.0,794.6,0.0,141.01,100.0,17.51,15.81,24.94,17.68,14.59,2527.0,3.52,0.92,895.0,2.93,3,1555,0,0,
2025-01-01 06:20:00,EVSE_000,0,0.0,799.1,0.0,141.01,100.0,17.88,16.62,25.63,18.44,14.59,2527.0,3.17,1.24,894.4,2.89,3,1555,0,0,
2025-01-01 06:25:00,EVSE_000,0,0.0,790.0,0.0,141.01,100.0,15.96,14.06,22.77,15.71,14.59,2527.0,3.81,1.1,900.2,2.88,3,1555,0,0,
2025-01-01 06:30:00,EVSE_000,0,0.0,793.9,0.0,141.01,100.0,18.47,17.32,25.78,19.42,14.59,2527.0,3.43,1.01,896.9,2.94,3,1555,0,0,
2025-01-01 06:35:00,EVSE_000,0,0.0,797.0,0.0,141.01,100.0,18.48,17.69,25.22,19.07,14.59,2527.0,3.66,1.4,905.8,2.99,3,1555,0,0,
2025-01-01 06:40:00,EVSE_000,0,0.0,796.5,0.0,141.01,100.0,18.14,16.45,25.43,19.27,14.59,2527.0,3.43,1.21,899.2,3.0,3,1555,0,0,
2025-01-01 06:45:00,EVSE_000,0,0.0,804.7,0.0,141.01,100.0,19.98,18.99,28.17,19.29,14.59,2527.0,3.76,1.23,899.6,3.03,3,1555,0,0,
2025-01-01 06:50:00,EVSE_000,0,0.0,804.8,0.0,141.01,100.0,18.35,16.83,26.24,16.59,14.59,2527.0,2.98,1.27,901.9,2.92,3,1555,0,0,
2025-01-01 06:55:00,EVSE_000,0,0.0,797.2,0.0,141.01,100.0,19.64,18.02,29.82,19.64,14.59,2527.0,3.54,1.05,902.0,2.97,3,1555,0,0,
2025-01-01 07:00:00,EVSE_000,0,0.0,794.5,0.0,141.01,100.0,20.8,18.97,29.4,20.82,14.59,2527.0,3.57,1.29,898.6,2.96,3,1555,0,0,
2025-01-01 07:05:00,EVSE_000,0,0.0,804.4,0.0,141.01,100.0,20.61,18.25,28.63,20.89,14.59,2527.0,3.72,1.26,892.3,2.97,3,1555,0,0,
2025-01-01 07:10:00,EVSE_000,0,0.0,801.3,0.0,141.01,100.0,20.74,19.12,29.28,21.63,14.59,2527.0,3.47,1.25,909.0,3.01,3,1555,0,0,
2025-01-01 07:15:00,EVSE_000,0,0.0,800.5,0.0,141.01,100.0,22.09,20.81,28.71,21.85,14.59,2527.0,3.6,1.3,903.2,3.01,3,1555,0,0,
2025-01-01 07:20:00,EVSE_000,0,0.0,801.5,0.0,141.01,100.0,19.62,19.55,26.51,18.63,14.59,2527.0,3.52,1.16,894.8,2.98,3,1555,0,0,
2025-01-01 07:25:00,EVSE_000,0,0.0,801.4,0.0,141.01,100.0,21.49,20.58,29.71,20.22,14.59,2527.0,3.51,1.2,898.2,2.91,3,1555,0,0,
2025-01-01 07:30:00,EVSE_000,0,0.0,800.8,0.0,141.01,100.0,20.51,19.66,27.36,20.5,14.59,2527.0,3.74,1.3,904.9,2.9,3,1555,0,0,
2025-01-01 07:35:00,EVSE_000,0,0.0,802.8,0.0,141.01,100.0,21.23,19.39,27.69,20.91,14.59,2527.0,3.63,1.01,902.7,2.87,3,1555,0,0,
2025-01-01 07:40:00,EVSE_000,0,0.0,809.8,0.0,141.01,100.0,19.45,19.4,27.12,19.7,14.59,2527.0,3.45,1.42,900.6,2.88,3,1555,0,0,
2025-01-01 07:45:00,EVSE_000,0,0.0,797.4,0.0,141.01,100.0,21.03,18.94,29.07,21.9,14.59,2527.0,3.17,1.17,899.6,2.87,3,1555,0,0,
2025-01-01 07:50:00,EVSE_000,0,0.0,800.9,0.0,141.01,100.0,22.69,23.7,29.47,23.55,14.59,2527.0,3.63,1.21,901.2,2.87,3,1555,0,0,
2025-01-01 07:55:00,EVSE_000,0,0.0,794.4,0.0,141.01,100.0,19.25,18.54,26.41,18.9,14.59,2527.0,3.55,1.1,900.0,2.89,3,1555,0,0,
2025-01-01 08:00:00,EVSE_000,0,0.0,806.3,0.0,141.01,100.0,24.59,24.14,33.57,25.27,14.59,2527.0,3.66,1.04,903.1,2.91,3,1555,0,0,
2025-01-01 08:05:00,EVSE_000,0,0.0,796.8,0.0,141.01,100.0,25.56,25.0,34.84,25.4,14.59,2527.0,3.53,1.21,894.2,2.9,3,1555,0,0,
2025-01-01 08:10:00,EVSE_000,0,0.0,801.4,0.0,141.01,100.0,22.81,21.94,30.31,22.36,14.59,2527.0,3.42,1.47,898.8,2.9,3,1555,0,0,
2025-01-01 08:15:00,EVSE_000,0,0.0,791.6,0.0,141.01,100.0,22.93,21.48,29.59,23.76,14.59,2527.0,3.52,1.21,899.2,2.94,3,1555,0,0,
2025-01-01 08:20:00,EVSE_000,0,0.0,806.9,0.0,141.01,100.0,21.22,18.38,28.05,21.23,14.59,2527.0,3.38,1.35,903.5,2.95,3,1555,0,0,
2025-01-01 08:25:00,EVSE_000,0,0.0,803.9,0.0,141.01,100.0,24.33,22.65,32.65,24.39,14.59,2527.0,2.76,0.99,900.0,3.0,3,1555,0,0,
2025-01-01 08:30:00,EVSE_000,0,0.0,799.0,0.0,141.01,100.0,22.19,20.17,28.65,23.67,14.59,2527.0,3.39,1.03,909.0,2.98,3,1555,0,0,
2025-01-01 08:35:00,EVSE_000,0,0.0,796.0,0.0,141.01,100.0,23.9,21.39,30.47,23.99,14.59,2527.0,3.1,1.33,901.8,3.0,3,1555,0,0,
2025-01-01 08:40:00,EVSE_000,0,0.0,800.0,0.0,141.01,100.0,22.35,20.86,30.27,22.72,14.59,2527.0,3.8,1.16,899.3,3.04,3,1555,0,0,
2025-01-01 08:45:00,EVSE_000,0,0.0,807.8,0.0,141.01,100.0,22.53,20.55,31.8,21.89,14.59,2527.0,3.63,1.18,893.4,3.03,3,1555,0,0,
2025-01-01 08:50:00,EVSE_000,0,0.0,797.2,0.0,141.01,100.0,22.94,23.54,30.79,23.48,14.59,2527.0,3.29,0.8,897.6,3.02,3,1555,0,0,
2025-01-01 08:55:00,EVSE_000,0,0.0,791.0,0.0,141.01,100.0,22.57,22.39,30.0,23.34,14.59,2527.0,3.23,1.28,902.1,3.05,3,1555,0,0,
2025-01-01 09:00:00,EVSE_000,0,0.0,802.2,0.0,141.01,100.0,27.16,25.49,33.31,26.45,14.59,2527.0,3.26,1.2,900.4,3.06,3,1555,0,0,
2025-01-01 09:05:00,EVSE_000,0,0.0,806.2,0.0,141.01,100.0,28.02,25.98,37.53,27.7,14.59,2527.0,3.38,0.93,905.2,3.06,3,1555,0,0,
2025-01-01 09:10:00,EVSE_000,0,0.0,803.9,0.0,141.01,100.0,28.31,26.44,36.16,27.87,14.59,2527.0,3.49,1.46,896.9,3.08,3,1555,0,0,
2025-01-01 09:15:00,EVSE_000,0,0.0,800.4,0.0,141.01,100.0,27.44,25.85,34.87,27.37,14.59,2527.0,3.7,1.29,895.8,3.1,3,1555,0,0,
2025-01-01 09:20:00,EVSE_000,0,0.0,798.5,0.0,141.01,100.0,26.93,25.2,34.45,26.57,14.59,2527.0,3.43,1.38,908.1,3.11,3,1555,0,0,
2025-01-01 09:25:00,EVSE_000,0,0.0,803.2,0.0,141.01,100.0,26.56,25.53,32.45,26.54,14.59,2527.0,3.55,1.13,910.0,3.14,3,1555,0,0,
2025-01-01 09:30:00,EVSE_000,0,0.0,801.0,0.0,141.01,100.0,27.5,25.01,34.19,26.81,14.59,2527.0,2.87,1.29,895.2,3.14,3,1555,0,0,
2025-01-01 09:35:00,EVSE_000,0,0.0,790.1,0.0,141.01,100.0,25.29,25.04,29.44,25.08,14.59,2527.0,3.3,1.26,894.1,3.16,3,1555,0,0,
2025-01-01 09:40:00,EVSE_000,0,0.0,799.2,0.0,141.01,100.0,26.94,24.52,35.85,26.48,14.59,2527.0,3.03,1.23,897.2,3.16,3,1555,0,0,
2025-01-01 09:45:00,EVSE_000,0,0.0,793.6,0.0,141.01,100.0,26.34,25.7,31.57,25.69,14.59,2527.0,3.62,1.48,904.4,3.17,3,1555,0,0,
2025-01-01 09:50:00,EVSE_000,0,0.0,810.8,0.0,141.01,100.0,26.23,24.36,34.23,26.49,14.59,2527.0,4.19,1.25,897.4,3.14,3,1555,0,0,
2025-01-01 09:55:00,EVSE_000,0,0.0,799.6,0.0,141.01,100.0,26.18,25.4,32.12,26.39,14.59,2527.0,3.39,1.12,909.6,3.15,3,1555,0,0,
2025-01-01 10:00:00,EVSE_000,0,0.0,798.5,0.0,141.01,100.0,29.49,26.87,38.01,29.26,14.59,2527.0,3.9,1.39,901.9,3.12,3,1555,0,0,
2025-01-01 10:05:00,EVSE_000,0,0.0,803.3,0.0,141.01,100.0,28.88,26.36,36.34,29.1,14.59,2527.0,3.59,1.42,902.8,3.12,3,1555,0,0,
2025-01-01 10:10:00,EVSE_000,0,0.0,798.7,0.0,141.01,100.0,28.19,25.56,35.8,28.94,14.59,2527.0,3.23,1.1,894.6,3.13,3,1555,0,0,
2025-01-01 10:15:00,EVSE_000,0,0.0,801.8,0.0,141.01,100.0,26.15,26.4,34.36,26.04,14.59,2527.0,3.85,1.15,902.9,3.09,3,1555,0,0,
2025-01-01 10:20:00,EVSE_000,0,0.0,797.7,0.0,141.01,100.0,29.23,28.2,37.5,29.22,14.59,2527.0,4.17,0.96,902.6,3.08,3,1555,0,0,
2025-01-01 10:25:00,EVSE_000,0,0.0,796.6,0.0,141.01,100.0,31.07,30.63,39.72,31.08,14.59,2527.0,3.62,1.41,898.9,3.07,3,1555,0,0,
2025-01-01 10:30:00,EVSE_000,0,0.0,803.3,0.0,141.01,100.0,29.5,28.79,37.88,29.34,14.59,2527.0,3.01,1.24,895.4,3.05,3,1555,0,0,
2025-01-01 10:35:00,EVSE_000,0,0.0,788.2,0.0,141.01,100.0,26.9,26.56,33.59,27.11,14.59,2527.0,3.46,1.24,893.0,3.09,3,1555,0,0,
2025-01-01 10:40:00,EVSE_000,0,0.0,798.8,0.0,141.01,100.0,27.68,26.19,35.78,27.62,14.59,2527.0,3.47,1.54,898.0,3.13,3,1555,0,0,
2025-01-01 10:45:00,EVSE_000,0,0.0,801.4,0.0,141.01,100.0,29.55,27.74,36.01,29.82,14.59,2527.0,3.11,1.0,904.9,3.14,3,1555,0,0,
2025-01-01 10:50:00,EVSE_000,0,0.0,800.4,0.0,141.01,100.0,29.74,28.5,34.52,29.63,14.59,2527.0,3.06,1.14,899.2,3.2,3,1555,0,0,
2025-01-01 10:55:00,EVSE_000,0,0.0,802.3,0.0,141.01,100.0,28.53,27.56,36.95,28.04,14.59,2527.0,3.6,1.23,904.4,3.16,3,1555,0,0,
2025-01-01 11:00:00,EVSE_000,0,0.0,797.5,0.0,141.01,100.0,28.31,26.79,34.47,28.5,14.59,2527.0,3.15,1.12,894.2,3.18,3,1555,0,0,
2025-01-01 11:05:00,EVSE_000,0,0.0,801.3,0.0,141.01,100.0,29.34,28.5,34.3,29.31,14.59,2527.0,3.52,1.28,910.0,3.18,3,1555,0,0,
2025-01-01 11:10:00,EVSE_000,0,0.0,793.3,0.0,141.01,100.0,29.84,28.04,38.91,29.65,14.59,2527.0,2.68,1.16,890.3,3.14,3,1555,0,0,
2025-01-01 11:15:00,EVSE_000,0,0.0,804.3,0.0,141.01,100.0,31.03,29.66,35.96,31.4,14.59,2527.0,3.79,1.03,902.8,3.15,3,1555,0,0,
2025-01-01 11:20:00,EVSE_000,0,0.0,803.0,0.0,141.01,100.0,27.57,25.59,36.87,27.41,14.59,2527.0,3.47,1.4,904.2,3.16,3,1555,0,0,
2025-01-01 11:25:00,EVSE_000,0,0.0,796.8,0.0,141.01,100.0,30.25,29.34,35.86,29.82,14.59,2527.0,3.09,1.11,897.1,3.15,3,1555,0,0,
2025-01-01 11:30:00,EVSE_000,0,0.0,803.2,0.0,141.01,100.0,29.42,27.87,37.07,28.93,14.59,2527.0,3.31,1.03,894.3,3.12,3,1555,0,0,
2025-01-01 11:35:00,EVSE_000,0,0.0,793.7,0.0,141.01,100.0,29.62,28.21,37.52,29.61,14.59,2527.0,3.51,1.35,892.7,3.08,3,1555,0,0,
2025-01-01 11:40:00,EVSE_000,0,0.0,804.8,0.0,141.01,100.0,29.41,28.62,36.05,29.34,14.59,2527.0,3.78,1.05,891.9,3.01,3,1555,0,0,
2025-01-01 11:45:00,EVSE_000,0,0.0,794.4,0.0,141.01,100.0,29.38,27.57,37.32,29.65,14.59,2527.0,3.97,1.04,901.6,3.02,3,1555,0,0,
2025-01-01 11:50:00,EVSE_000,0,0.0,805.1,0.0,141.01,100.0,27.88,26.4,37.0,28.19,14.59,2527.0,3.38,1.24,901.0,3.01,3,1555,0,0,
2025-01-01 11:55:00,EVSE_000,0,0.0,800.3,0.0,141.01,100.0,28.78,27.97,39.76,27.71,14.59,2527.0,3.67,1.21,901.6,2.99,3,1555,0,0,
2025-01-01 12:00:00,EVSE_000,0,0.0,800.8,0.0,141.01,100.0,31.36,28.25,40.76,31.58,14.59,2527.0,3.25,1.22,905.4,2.95,3,1555,0,0,
2025-01-01 12:05:00,EVSE_000,0,0.0,804.3,0.0,141.01,100.0,27.88,27.43,35.38,27.76,14.59,2527.0,2.78,1.3,892.6,2.97,3,1555,0,0,
